paper_id	title	journ	pub_year	au_name
A1975BG80300002	EMPATHY - HISTORIC AND CURRENT CONCEPTUALIZATIONS, MEASUREMENT, AND A COGNITIVE THEORETICAL PERSPECTIVE	HUMAN DEVELOPMENT	1975	DEUTSCH, F; MADLE, RA
A1991EY27600006	CLOSE RELATIONSHIPS AS INCLUDING OTHER IN THE SELF	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1991	ARON, A; ARON, EN; TUDOR, M; NELSON, G
A1987M258100002	PRO-SOCIAL MOTIVATION - IS IT EVER TRULY ALTRUISTIC	ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY	1987	BATSON, CD
A1987G795200002	DISTRESS AND EMPATHY - 2 QUALITATIVELY DISTINCT VICARIOUS EMOTIONS WITH DIFFERENT MOTIVATIONAL CONSEQUENCES	JOURNAL OF PERSONALITY	1987	BATSON, CD; FULTZ, J; SCHOENRADE, PA
A1997XU35200006	IS EMPATHY-INDUCED HELPING DUE TO SELF-OTHER MERGING?	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1997	BATSON, CD; SAGER, K; GARST, E; KANG, M; RUBCHINSKY, K; DAWSON, K
A1989U794800007	NEGATIVE-STATE RELIEF AND THE EMPATHY ALTRUISM HYPOTHESIS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1989	BATSON, CD; BATSON, JG; GRIFFITT, CA; BARRIENTOS, S; BRANDT, JR; SPRENGELMEYER, P; BAYLY, MJ
A1983RE96200020	INFLUENCE OF SELF-REPORTED DISTRESS AND EMPATHY ON EGOISTIC VERSUS ALTRUISTIC MOTIVATION TO HELP	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1983	BATSON, CD; OQUIN, K; FULTZ, J; VANDERPLAS, M; ISEN, AM
A1973R383200005	EGOCENTRISM AND ANTISOCIAL BEHAVIOR - ASSESSMENT AND TRAINING OF SOCIAL PERSPECTIVE-TAKING SKILLS	DEVELOPMENTAL PSYCHOLOGY	1973	CHANDLER, MJ
A1972N508800003	ERSATZ EGOCENTRISM - A REPLY TO BORKE,H	DEVELOPMENTAL PSYCHOLOGY	1972	CHANDLER, MJ; GREENSPA.S
000204039000005	PRELIMINARY STANDARDIZATION OF A SOCIAL INSIGHT SCALE	AMERICAN SOCIOLOGICAL REVIEW	1942	CHAPIN, F. STUART
A1997XU35200005	REINTERPRETING THE EMPATHY-ALTRUISM RELATIONSHIP: WHEN ONE INTO ONE EQUALS ONENESS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1997	CIALDINI, RB; BROWN, SL; LEWIS, BP; LUCE, C; NEUBERG, SL
A1987G679900010	EMPATHY-BASED HELPING - IS IT SELFLESSLY OR SELFISHLY MOTIVATED	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1987	CIALDINI, RB; SCHALLER, M; HOULIHAN, D; ARPS, K; FULTZ, J; BEAMAN, AL
A1955WD14000001	PROCESSES AFFECTING SCORES ON UNDERSTANDING OF OTHERS AND ASSUMED SIMILARITY	PSYCHOLOGICAL BULLETIN	1955	CRONBACH, LJ
000281477500003	EMPATHY AND SOCIAL SUPPORT PROVISION IN COUPLES: SOCIAL SUPPORT AND THE NEED TO STUDY THE UNDERLYING PROCESSES	JOURNAL OF PSYCHOLOGY	2010	DEVOLDRE, INGE; DAVIS, MARK H.; VERHOFSTADT, LESLEY L.; BUYSSE, ANN
000224104300013	THEORY OF MIND AND MENTALIZING ABILITY IN ANTISOCIAL PERSONALITY DISORDERS WITH AND WITHOUT PSYCHOPATHY	PSYCHOLOGICAL MEDICINE	2004	DOLAN, M; FULLAM, R
A1992JA11500002	FORGIVENESS - A DEVELOPMENTAL VIEW	JOURNAL OF MORAL EDUCATION	1992	ENRIGHT, RD; GASSIN, EA; WU, CR
000281495200010	THE ROAD TO FORGIVENESS: A META-ANALYTIC SYNTHESIS OF ITS SITUATIONAL AND DISPOSITIONAL CORRELATES	PSYCHOLOGICAL BULLETIN	2010	FEHR, RYAN; GELFAND, MICHELE J.; NAG, MONISHA
A1968B795000013	EMPATHY IN 6- AND 7-YEAR-OLDS	CHILD DEVELOPMENT	1968	FESHBACH, ND; ROE, K
000255843600003	"THE BORDERLINE EMPATHY EFFECT: DO HIGH BPD INDIVIDUALS HAVE GREATER EMPATHIC ABILITY? OR ARE THEY JUST MORE DIFFICULT TO ""READ""?"	JOURNAL OF RESEARCH IN PERSONALITY	2008	FLURY, JUDITH M.; ICKES, WILLIAM; SCHWEINLE, WILLIAM
000087485500008	PERSPECTIVE-TAKING: DECREASING STEREOTYPE EXPRESSION, STEREOTYPE ACCESSIBILITY, AND IN-GROUP FAVORITISM	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2000	GALINSKY, AD; MOSKOWITZ, GB
000267904100002	THE ROLE OF EMPATHIC ACCURACY IN ADOLESCENTS' PEER RELATIONS AND ADJUSTMENT	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2009	GLEASON, KATIE A.; JENSEN-CAMPBELL, LAURI A.; ICKES, WILLIAM
000279132400006	EMPATHIC ACCURACY: ITS LINKS TO CLINICAL, COGNITIVE, DEVELOPMENTAL, SOCIAL, AND PHYSIOLOGICAL PSYCHOLOGY	SOCIAL NEUROSCIENCE OF EMPATHY	2009	ICKES, WILLIAM
000282688200002	FEELING, CARING, KNOWING: DIFFERENT TYPES OF EMPATHY DEFICIT IN BOYS WITH PSYCHOPATHIC TENDENCIES AND AUTISM SPECTRUM DISORDER	JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY	2010	JONES, ALICE P.; HAPPE, FRANCESCA G. E.; GILBERT, FRANCESCA; BURNETT, STEPHANIE; VIDING, ESSI
000203626500009	VALIDATION AND EVALUATION OF THE EMPATHY TEST	JOURNAL OF GENERAL PSYCHOLOGY	1954	KERR, WILLARD A.; SPEROFF, BORIS J.
000178738800013	THE EFFECTS OF PERSPECTIVE TAKING ON MOTIVATIONS FOR HELPING: STILL NO EVIDENCE FOR ALTRUISM	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2002	MANER, JK; LUCE, CL; NEUBERG, SL; CIALDINI, RB; BROWN, S; SAGARIN, BJ
A1991FF98900006	CULTURE AND THE SELF - IMPLICATIONS FOR COGNITION, EMOTION, AND MOTIVATION	PSYCHOLOGICAL REVIEW	1991	MARKUS, HR; KITAYAMA, S
000085463300001	THE PSYCHOLOGY OF FORGIVENESS - HISTORY, CONCEPTUAL ISSUES, AND OVERVIEW	FORGIVENESS	2000	MCCULLOUGH, ME; PARGAMENT, KI; THORESEN, CE
000073178500001	SOCIAL SUPPORT, CONFLICT, AND THE DEVELOPMENT OF MARITAL DYSFUNCTION	JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY	1998	PASCH, LA; BRADBURY, TN
000296633400002	A DYADIC APPROACH TO THE STUDY OF ROMANTIC ATTACHMENT, DYADIC EMPATHY, AND PSYCHOLOGICAL PARTNER AGGRESSION	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	2011	PELOQUIN, KATHERINE; LAFONTAINE, MARIE-FRANCE; BRASSARD, AUDREY
000168461100012	ADVANCING ADVANCED MIND-READING TESTS: EMPATHIC ACCURACY IN ADULTS WITH A PERVASIVE DEVELOPMENTAL DISORDER	JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY	2001	ROEYERS, H; BUYSSE, A; PONNET, K; PICHAL, B
A1975AC68700002	EMPATHIC - UNAPPRECIATED WAY OF BEING	COUNSELING PSYCHOLOGIST	1975	ROGERS, CR
A1988P022800004	EMPATHIC CONCERN AND HELPING-BEHAVIOR - EGOISM OR ALTRUISM	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	1988	SCHROEDER, DA; DOVIDIO, JF; SIBICKY, ME; MATTHEWS, LL; ALLEN, JL
A1955WD13800001	THE ABILITY TO JUDGE PEOPLE	PSYCHOLOGICAL BULLETIN	1955	TAFT, R
A1982PA92700008	MORE EVIDENCE THAT EMPATHY IS A SOURCE OF ALTRUISTIC MOTIVATION	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1982	TOI, M; BATSON, CD
000261678100006	SUPPORT PROVISION IN MARRIAGE: THE ROLE OF EMOTIONAL SIMILARITY AND EMPATHIC ACCURACY	EMOTION	2008	VERHOFSTADT, LESLEY L.; BUYSSE, ANN; ICKES, WILLIAM; DAVIS, MARK; DEVOLDRE, INGE
000336438400007	STUPID DOCTORS AND SMART CONSTRUCTION WORKERS: PERSPECTIVE-TAKING REDUCES STEREOTYPING OF BOTH NEGATIVE AND POSITIVE TARGETS	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE	2014	WANG, CYNTHIA S.; KU, GILLIAN; TAI, KENNETH; GALINSKY, ADAM D.
000551465100006	"IDENTIFYING WITH THE ""BAD"" GUY: A NOVEL ACCOUNT FOR APPARENT MORAL-JUDGMENT DEFICIENCIES IN ANTAGONISTIC PERSONALITY"	PERSONALITY AND INDIVIDUAL DIFFERENCES	2020	HART, W; KINRADE, C; TORTORIELLO, GK; RICHARDSON, K; BREEDEN, CJ
000511080100001	FEELING MY SISTER'S PAIN: PERCEIVED VICTIM SUFFERING MODERATES THE IMPACT OF SEXUALIZED MUSIC VIDEOS ON FIJIAN WOMEN'S RESPONSES TO MEN'S INTIMATE PARTNER VIOLENCE AGAINST WOMEN	SEX ROLES	2020	JOHNSON, JD; EDWARDS, W; MALAMUTH, N; LECCI, L
000506040000003	THE MEDIATING ROLE OF SELFISHNESS IN THE RELATIONSHIP BETWEEN EMPATHY AND NARCISSISM	PAMUKKALE UNIVERSITESI EGITIM FAKULTESI DERGISI-PAMUKKALE UNIVERSITY JOURNAL OF EDUCATION	2020	YILMAZ, H
000435090200005	METAPHOR-ENRICHED SOCIAL COGNITION AND SPATIAL BIAS IN THE COURTROOM	METAPHOR AND THE SOCIAL WORLD	2018	WINTER, B; DAGUNA, J; MATLOCK, T
000398893600005	DEVELOPING AN UNDERSTANDING OF VICTIMS AND VIOLENT OFFENDERS: THE IMPACT OF FOSTERING EMPATHY	JOURNAL OF INTERPERSONAL VIOLENCE	2017	PETERSON, JK; SILVER, RC
000387999800009	WHEN EMPATHY BITES BACK: CAUTIONARY TALES FROM NEUROSCIENCE FOR CAPITAL SENTENCING	FORDHAM LAW REVIEW	2016	JOHNSON, SL; HRITZ, AC; ROYER, CE; BLUME, JH
000361231500004	STEREOTYPE THREAT AND RACIAL DIFFERENCES IN CITIZENS' EXPERIENCES OF POLICE ENCOUNTERS	LAW AND HUMAN BEHAVIOR	2015	NAJDOWSKI, CJ; BOTTOMS, BL; GOFF, PA
000333703700006	EFFECTS OF PERSPECTIVE TAKING ON COURTROOM DECISIONS	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	2014	SKORINKO, JL; LAURENT, S; BOUNTRESS, K; NYEIN, KP; KUCKUCK, D
000329080600005	'I KNOW HOW THEY MUST FEEL': EMPATHY AND JUDGING DEFENDANTS	EUROPEAN JOURNAL OF PSYCHOLOGY APPLIED TO LEGAL CONTEXT	2014	WOOD, JL; JAMES, M; CIARDHA, CO
000324174300018	PRAISEWORTHINESS: PREDICTORS OF POSITIVE INTERPERSONAL JUDGMENTS	PSYCHOLOGICAL REPORTS	2013	OGLETREE, SM; COVINGTON, JA; ARCHER, RL
000287031100003	INTERPERSONAL JUDGMENTS: MORAL RESPONSIBILITY AND BLAME	ETHICS & BEHAVIOR	2011	OGLETREE, SM; ARCHER, RL
000326273200008	EMPATHY AND DEMOCRACY: FEELING, THINKING, AND DELIBERATION	EMPATHY AND DEMOCRACY: FEELING, THINKING, AND DELIBERATION	2010	MORRELL, ME
000262235200005	BATTERED WOMEN WHO KILL THE IMPACT OF EXPERT TESTIMONY AND EMPATHY INDUCTION IN THE COURTROOM	VIOLENCE AGAINST WOMEN	2009	PLUMM, KM; TERRANCE, CA
000290215800002	SOCIAL INFLUENCE ANALYSIS: AN INDEX OF TACTICS	SCIENCE OF SOCIAL INFLUENCE: ADVANCES AND FUTURE PROGRESS	2007	PRATKANIS, AR
000088570000004	EMPATHY AND JURORS' DECISIONS IN PATRICIDE TRIALS INVOLVING CHILD SEXUAL ASSAULT ALLEGATIONS	LAW AND HUMAN BEHAVIOR	2000	HAEGERICH, TM; BOTTOMS, BL
000076385300003	THE RELATIONSHIP BETWEEN THE PRIVATE SELF AND HELPING VICTIMS OF AIDS	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	1998	FINLAY, KA; TRAFIMOW, D
000071878700009	COMMONSENSE RAPE JUDGMENTS - A EMPATHY-COMPLEXITY THEORY OF RAPE JUROR STORY MAKING	PSYCHOLOGY PUBLIC POLICY AND LAW	1997	OLSEN-FULERO, L; FULERO, SM
A1993KU57700003	EXPERT PSYCHOLOGICAL TESTIMONY - EVALUATION OF 2 TYPES OF REPORTS AND THEIR INFLUENCE ON THE PERCEPTION OF POTENTIAL JURORS	CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT	1993	GELINAS, L; ALAIN, M
A1992HG18000004	THE EFFECT OF KNOWING A RAPE VICTIM ON REACTIONS TO OTHER VICTIMS	JOURNAL OF INTERPERSONAL VIOLENCE	1992	BARNETT, MA; FEIERSTEIN, MD; JAET, BP; SAUNDERS, LC; QUACKENBUSH, SW; SINISI, CS
A1988T154600004	EMOTIONAL EMPATHY AND ASSOCIATED INDIVIDUAL-DIFFERENCES	CURRENT PSYCHOLOGY-RESEARCH & REVIEWS	1988	MEHRABIAN, A; YOUNG, AL; SATO, S
A1986E982800002	THE ROLE OF EXTRALEGAL FACTORS IN JURY VERDICTS	JUSTICE SYSTEM JOURNAL	1986	FORD, MC
A1985APU8600006	DEFENSIVE ATTRIBUTION OF RESPONSIBILITY IN JURIDIC DECISIONS	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	1985	PHILLIPS, DM
A1984SG68100021	THE FARMER AND THE COWMAN SHOULD BE FRIENDS - AN ATTEMPT AT RECONCILIATION WITH BATSON, COKE, AND PYCH	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1984	ARCHER, RL
A1982PA92700018	MEASUREMENT OF EMPATHY TOWARD RAPE VICTIMS AND RAPISTS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1982	DEITZ, SR; BLACKWELL, KT; DALEY, PC; BENTLEY, BJ
000405174900001	A NEURAL LINK BETWEEN GENEROSITY AND HAPPINESS	NATURE COMMUNICATIONS	2017	PARK, SQ; KAHNT, T; DOGAN, A; STRANG, S; FEHR, E; TOBLER, PN
000404618400062	IDENTIFYING AFFECTIVE PERSONALITY PROFILES: A LATENT PROFILE ANALYSIS OF THE AFFECTIVE NEUROSCIENCE PERSONALITY SCALES	SCIENTIFIC REPORTS	2017	ORRI, M; PINGAULT, JB; ROUQUETTE, A; LALANNE, C; FALISSARD, B; HERBA, C; COTE, SM; BERTHOZ, S
000410203700149	MEDICAL SCHOOL SELECTION CRITERIA AS PREDICTORS OF MEDICAL STUDENT EMPATHY: A CROSS-SECTIONAL STUDY OF MEDICAL STUDENTS, IRELAND	BMJ OPEN	2017	O'SULLIVAN, DM; MORAN, J; CORCORAN, P; O'FLYNN, S; O'TUATHAIGH, C; O'SULLIVAN, AM
000409153100015	THE ROLE OF ANGER, LIFE SATISFACTION, AND COPING WITH STRESS IN PREDICTING EMPATHIC TENDENCIES OF SCHOOL ADMINISTRATORS	EGITIM VE BILIM-EDUCATION AND SCIENCE	2017	CEVIK, GB
000409059800005	WHY NARCISSISTS ARE UNWILLING TO APOLOGIZE: THE ROLE OF EMPATHY AND GUILT	EUROPEAN JOURNAL OF PERSONALITY	2017	LEUNISSEN, JM; SEDIKIDES, C; WILDSCHUT, T
000408783300018	A COMPREHENSIVE ASSESSMENT OF SOCIAL COGNITION FROM ADOLESCENCE TO ADULTHOOD	COGNITIVE DEVELOPMENT	2017	TOUSIGNANT, B; SIROIS, K; ACHIM, AM; MASSICOTTE, E; JACKSON, PL
000407197000004	THE IMPACT OF EMPATHY-EXPLAINING DIVERSITY IN STREET-LEVEL DECISION-MAKING	JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY	2017	JENSEN, DC; PEDERSEN, LB
000407195600017	EFFECTS OF FUNCTIONAL ANALYTIC PSYCHOTHERAPY THERAPIST TRAINING ON THERAPIST FACTORS AMONG THERAPIST TRAINEES IN SINGAPORE: A RANDOMIZED CONTROLLED TRIAL	CLINICAL PSYCHOLOGY & PSYCHOTHERAPY	2017	KENG, SL; WADDINGTON, E; LIN, XB; TAN, MSQ; HENN-HAASE, C; KANTER, JW
000406267700003	EMPATHY AND EXTRACURRICULAR INVOLVEMENT IN EMERGING ADULTHOOD: FINDINGS FROM A LONGITUDINAL STUDY OF UNDERGRADUATE COLLEGE MALES	JOURNAL OF COLLEGE STUDENT DEVELOPMENT	2017	HUDSON-FLEGE, M; THOMPSON, MP
000405868500009	LYING BECAUSE WE CARE: COMPASSION INCREASES PROSOCIAL LYING	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL	2017	LUPOLI, MJ; JAMPOL, L; OVEIS, C
000405297100005	BABO NEGOTIATING: ENHANCING STUDENTS' PERSPECTIVE-TAKING SKILLS	NEGOTIATION JOURNAL	2017	KIDDER, DL
000404963400032	NEURAL SYSTEMS FOR EVALUATING SPEAKER (UN)BELIEVABILITY	HUMAN BRAIN MAPPING	2017	JIANG, XM; SANFORD, R; PELL, MD
000404963200002	HANDLE WITH CARE: THE MEDIATING ROLE OF SCHEDULE I-DEALS IN THE RELATIONSHIP BETWEEN SUPERVISORS' OWN CAREGIVING RESPONSIBILITIES AND EMPLOYEE OUTCOMES	HUMAN RESOURCE MANAGEMENT JOURNAL	2017	LAS HERAS, M; VAN DER HEIJDEN, BIJM; DE JONG, J; ROFCANIN, Y
000404324300003	OUTCOME-FOCUSED JUDGEMENTS OF MORAL DILEMMAS IN SCHIZOPHRENIA	CONSCIOUSNESS AND COGNITION	2017	MCGUIRE, J; BRUNE, M; LANGDON, R
000404323800004	DOES A PERSONA IMPROVE CREATIVITY?	DESIGN JOURNAL	2017	SO, C; JOO, J
000404331200007	FUNCTIONAL MRI EXAMINATION OF EMPATHY FOR PAIN IN PEOPLE WITH SCHIZOPHRENIA REVEALS ABNORMAL ACTIVATION RELATED TO COGNITIVE PERSPECTIVE-TAKING BUT TYPICAL ACTIVATION LINKED TO AFFECTIVE SHARING	JOURNAL OF PSYCHIATRY & NEUROSCIENCE	2017	VISTOLI, D; LAVOIE, MA; SUTLIFF, S; JACKSON, PL; ACHIM, AM
000403977000004	READERS SELECT A COMPREHENSION MODE INDEPENDENT OF PRONOUN: EVIDENCE FROM FMRI DURING NARRATIVE COMPREHENSION	BRAIN AND LANGUAGE	2017	HARTUNG, F; HAGOORT, P; WILLEMS, RM
000403711500004	ASSOCIATIONS BETWEEN SPONTANEOUS PARENTAL PERSPECTIVE-TAKING AND STIMULATED CYTOKINE RESPONSES IN CHILDREN WITH ASTHMA	HEALTH PSYCHOLOGY	2017	MANCZAK, EM; LEVINE, CS; EHRLICH, KB; BASU, D; MCADAMS, DP; CHEN, E
000403739100011	EXPERIMENTAL INVESTIGATION OF COGNITIVE AND AFFECTIVE EMPATHY IN BORDERLINE PERSONALITY DISORDER: EFFECTS OF AMBIGUITY IN MULTIMODAL SOCIAL INFORMATION PROCESSING	PSYCHIATRY RESEARCH	2017	NIEDTFELD, I
000403381100019	JUDGMENT OF MORAL AND SOCIAL TRANSGRESSION IN SCHIZOPHRENIA	COMPREHENSIVE PSYCHIATRY	2017	MCGUIRE, J; BRUNE, M; LANGDON, R
000403405900001	MEASURING THEORY OF MIND IN ADULTS WITH AUTISM SPECTRUM DISORDER	JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS	2017	BREWER, N; YOUNG, RL; BARNETT, E
000404815700010	DARWIN REVISITED: THE VAGUS NERVE IS A CAUSAL ELEMENT IN CONTROLLING RECOGNITION OF OTHER'S EMOTIONS	CORTEX	2017	COLZATO, LS; SELLARO, R; BESTE, C
000403560100003	PROSOCIAL REASONING AND EMOTIONS IN YOUNG OFFENDERS AND NON-OFFENDERS	EUROPEAN JOURNAL OF PSYCHOLOGY APPLIED TO LEGAL CONTEXT	2017	LLORCA-MESTRE, A; MALONDA-VIDAL, E; SAMPER-GARCIA, P
000457920300003	CROSSOVER OF WORK-FAMILY EXPERIENCES FROM SUPERVISORS TO SUBORDINATES: A POSITION PAPER	IIM KOZHIKODE SOCIETY & MANAGEMENT REVIEW	2017	SAMPATH, P; BARAL, R
000402617700006	MEDIA VIOLENCE AND OTHER AGGRESSION RISK FACTORS IN SEVEN NATIONS	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2017	ANDERSON, CA; SUZUKI, K; SWING, EL; GROVES, CL; GENTILE, DA; PROT, S; LAM, CP; SAKAMOTO, A; HORIUCHI, Y; KRAHE, B; JELIC, M; WEI, LQ; TOMA, R; WARBURTON, WA; ZHANG, XM; TAJIMA, S; QING, F; PETRESCU, P
000408051800001	THE NEURAL BASES OF SOCIAL COGNITION IN MAJOR DEPRESSIVE DISORDER: A REVIEW	RIVISTA DI PSICHIATRIA	2017	TURCHI, F; CUOMO, A; AMODEO, G; FAVARETTO, E; RIGHINI, S; MELLINA, E; LA MELA, C; FAGIOLINI, A
000402350700015	BEYOND GENERALIZED SEXUAL PREJUDICE: NEED FOR CLOSURE PREDICTS NEGATIVE ATTITUDES TOWARD BISEXUAL PEOPLE RELATIVE TO GAY/LESBIAN PEOPLE	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	2017	BURKE, SE; DOVIDIO, JF; LAFRANCE, M; PRZEDWORSKI, JM; PERRY, SP; PHELAN, SM; BURGESS, DJ; HARDEMAN, RR; YEAZEL, MW; VAN RYN, M
000403985100006	THE OXTR GENE, IMPLICIT LEARNING AND SOCIAL PROCESSING: DOES EMPATHY EVOLVE FROM PERCEPTUAL SKILLS FOR DETAILS?	BEHAVIOURAL BRAIN RESEARCH	2017	MELCHERS, M; MONTAG, C; MARKETT, S; NIAZY, N; GROSS-BOLTINGA, J; ZIMMERMANN, J; REUTER, M
000409304000001	DOES NARRATIVE PERSPECTIVE INFLUENCE READERS' PERSPECTIVE-TAKING? AN EMPIRICAL STUDY ON FREE INDIRECT DISCOURSE, PSYCHO-NARRATION AND FIRST-PERSON NARRATION	GLOSSA-A JOURNAL OF GENERAL LINGUISTICS	2017	SALEM, S; WESKOTT, T; HOLLER, A
000404046100022	MEN, WOMEN...WHO CARES? A POPULATIONBASED STUDY ON SEX DIFFERENCES AND GENDER ROLES IN EMPATHY AND MORAL COGNITION	PLOS ONE	2017	BAEZ, S; FLICHTENTREI, D; PRATS, M; MASTANDUENO, R; GARCIA, AM; CETKOVICH, M; IBANEZ, A
000403137700002	CONSTRUCT VALIDITY AND RELIABILITY OF A NEW SPANISH EMPATHY QUESTIONNAIRE FOR CHILDREN AND EARLY ADOLESCENTS	FRONTIERS IN PSYCHOLOGY	2017	RICHAUD, MC; LEMOS, VN; MESURADO, B; OROS, L
000407596200007	THE CROSS-CULTURAL IMPORTANCE OF ANIMAL PROTECTION AND OTHER WORLD SOCIAL ISSUES	JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS	2017	SINCLAIR, M; PHILLIPS, CJC
000405564500006	EMPATHY IN ADULTHOOD: LINKS WITH EARLY AND CURRENT ATTACHMENT RELATIONSHIPS	PRATIQUES PSYCHOLOGIQUES	2017	MILJKOVITCH, R; ROCA, H; GERY, I; DE GAULMYN, A; DEBORDE, AS
000403120100013	GEOGRAPHIC VARIATION IN EMPATHY: A STATE-LEVEL ANALYSIS	JOURNAL OF RESEARCH IN PERSONALITY	2017	BACH, RA; DEFEVER, AM; CHOPIK, WJ; KONRATH, SH
000405296100008	SEXUAL OBJECTIFICATION IN WOMEN'S DAILY LIVES: A SMARTPHONE ECOLOGICAL MOMENTARY ASSESSMENT STUDY	BRITISH JOURNAL OF SOCIAL PSYCHOLOGY	2017	HOLLAND, E; KOVAL, P; STRATEMEYER, M; THOMSON, F; HASLAM, N
000404998000008	HOW DOES CULTURE MATTER? THE XIN (HEART-MIND)-BASED SOCIAL COMPETENCE OF CHINESE EXECUTIVES	MANAGEMENT AND ORGANIZATION REVIEW	2017	WEI, HG; BILIMORIA, D; LI, SB
000404639200010	SOCIAL LOAFING IN THE REFUGEE CRISIS: INFORMATION ABOUT EXISTING INITIATIVES DECREASES WILLINGNESS TO HELP	SOCIETIES	2017	SCHINDLER, S; REESE, G
000404133200136	CAN FACEBOOK AID SUSTAINABILITY? AN INVESTIGATION OF EMPATHY EXPRESSION WITHIN THE HUMANS OF NEW YORK BLOG	SUSTAINABILITY	2017	WHEELER, H; QUINN, C
000403929400008	"A NEW TEST OF ADVANCED THEORY OF MIND: THE ""STRANGE STORIES FILM TASK"" CAPTURES SOCIAL PROCESSING DIFFERENCES IN ADULTS WITH AUTISM SPECTRUM DISORDERS"	AUTISM RESEARCH	2017	MURRAY, K; JOHNSTON, K; CUNNANE, H; KERR, C; SPAIN, D; GILLAN, N; HAMMOND, N; MURPHY, D; HAPPE, F
000403670300020	HYPOPITUITARISM IS ASSOCIATED WITH LOWER OXYTOCIN CONCENTRATIONS AND REDUCED EMPATHIC ABILITY	ENDOCRINE	2017	DAUGHTERS, K; MANSTEAD, ASR; REES, DA
000403120500011	THE EFFECT OF TDCS OVER THE RIGHT TEMPORO-PARIETAL JUNCTION ON PAIN EMPATHY	NEUROPSYCHOLOGIA	2017	COLL, MP; TREMBLAY, MPB; JACKSON, PL
000402572300049	MEASURING MEDICAL STUDENTS' EMPATHY: EXPLORING THE UNDERLYING CONSTRUCTS OF AND ASSOCIATIONS BETWEEN TWO WIDELY USED SELF-REPORT INSTRUMENTS IN FIVE COUNTRIES	ACADEMIC MEDICINE	2017	COSTA, P; DE CARVALHO, MA; SCHWELLER, M; THIEMANN, P; SALGUEIRA, A; BENSON, J; COSTA, MJ; QUINCE, T
000402357900017	THE ROLE OF PSYCHOLOGICAL FACTORS IN ONCOLOGY NURSES' BURNOUT AND COMPASSION FATIGUE SYMPTOMS	EUROPEAN JOURNAL OF ONCOLOGY NURSING	2017	DUARTE, J; PINTO-GOUVEIA, J
000401572300001	EXPANDING THE NOMOLOGICAL NET OF THE PATHOLOGICAL NARCISSISM INVENTORY: GERMAN VALIDATION AND EXTENSION IN A CLINICAL INPATIENT SAMPLE	ASSESSMENT	2017	MORF, CC; SCHURCH, E; KUFNER, A; SIEGRIST, P; VATER, A; BACK, M; MESTEL, R; SCHRODER-ABE, M
000402572300026	WHAT MATTERS MORE ABOUT THE INTERPERSONAL REACTIVITY INDEX AND THE JEFFERSON SCALE OF EMPATHY? THEIR UNDERLYING CONSTRUCTS OR THEIR RELATIONSHIPS WITH PERTINENT MEASURES OF CLINICAL COMPETENCE AND PATIENT OUTCOMES?	ACADEMIC MEDICINE	2017	HOJAT, M; GONNELLA, JS
000402784500008	EMPATHY AND FEELINGS OF GUILT EXPERIENCED BY NURSES: A CROSS-SECTIONAL STUDY OF THEIR ROLE IN BURNOUT AND COMPASSION FATIGUE SYMPTOMS	APPLIED NURSING RESEARCH	2017	DUARTE, J; PINTO-GOUVEIA, J
000400776300001	PREDICTORS OF DELINQUENCY AMONG ADOLESCENTS AND YOUNG ADULTS: A NEW PSYCHOSOCIAL CONTROL PERSPECTIVE	AUSTRALIAN AND NEW ZEALAND JOURNAL OF CRIMINOLOGY	2017	CURCIO, AL; MAK, AS; GEORGE, AM
